title,url,price,latitude,longitude
A/C Conveniently located Apartment at The Holland 13359 Old Yale Rd,https://vancouver.craigslist.org/rds/apa/d/surrey-c-conveniently-located-apartment/7609646563.html,"2,700",49.186862,-122.853498
FURNISHED Spacious UBC Apartment at The Regency 5639 Hampton Pl,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-spacious-ubc/7609652765.html,"4,500",49.259078,-123.23302
Renovated 2 Bedroom Suite - Pet Friendly,https://vancouver.craigslist.org/bnc/apa/d/burnaby-renovated-bedroom-suite-pet/7608710237.html,"2,600",49.274,-123.0074
North Shore 3 BDRM 2 BATH,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-north-shore-bdrm-bath/7609652459.html,"4,500",49.316,-123.0576
2 bdrm Ground Lvl suite-Burnaby-3min to bus,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bdrm-ground-lvl-suite-burnaby/7609648573.html,"1,900",49.227635,-122.938989
Brand New A/C 2BR at Brentwood Hillside West 2 4730 Lougheed Hwy,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-c-2br-at-brentwood/7609639196.html,"3,000",49.265508,-122.995591
Georgetown one 1 bed room 1 bath room condo 22th floor,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-georgetown-one/7609651847.html,"2,000",49.1894,-122.8454
Stunning 2 Bedroom Condo with a Townhouse Feel! Olympic Village,https://vancouver.craigslist.org/van/apa/d/vancouver-stunning-bedroom-condo-with/7609651767.html,"3,495",49.270437,-123.104918
Pet friendly A/C Apartment at Hollybridge Living 6855 Pearson Way,https://vancouver.craigslist.org/rch/apa/d/richmond-pet-friendly-c-apartment-at/7609651023.html,"4,500",49.176035,-123.146793
"###BRAND NEW LUXURY 2 Bed, 2 Bath unit at Etoile###",https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-luxury-bed-bath-unit/7602160987.html,"3,395",49.2769,-122.9761
### Gorgeous 2 bed 2 bath renovated with water views###,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-gorgeous-bed-bath/7604300618.html,"3,795",49.31317,-123.080961
***Luxury 3 Bedrooms Apartment at Marinaside Resort Residence***,https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-bedrooms-apartment-at/7602158485.html,"5,995",49.273566,-123.118554
Updated 2bdrm/2.5bth townhouse,https://vancouver.craigslist.org/rds/apa/d/delta-updated-2bdrm-25bth-townhouse/7609650257.html,"2,880",49.034356,-123.066616
A/C Perfectly located Apartment at The Holland 13359 Old Yale Rd,https://vancouver.craigslist.org/rds/apa/d/surrey-c-perfectly-located-apartment-at/7609649822.html,"2,500",49.187027,-122.853327
Kitsilano Two Bedroom rent,https://vancouver.craigslist.org/van/apa/d/vancouver-kitsilano-two-bedroom-rent/7608563367.html,"2,575",49.2646,-123.1648
Prosprise Realty* Luxury 3Bed 1 Den townhouse for rent .REF1715778,https://vancouver.craigslist.org/bnc/apa/d/surrey-northeast-prosprise-realty/7605211111.html,"3,200",49.1707,-122.7326
Beautiful 2 bedrooms 2 bathroom house (not basement),https://vancouver.craigslist.org/rds/apa/d/surrey-beautiful-bedrooms-bathroom/7608709579.html,"2,400",49.190842,-122.740116
Spacious 1+den Apartment at The Met 1 6588 Nelson Ave,https://vancouver.craigslist.org/bnc/apa/d/vancouver-spacious-1den-apartment-at/7609648465.html,"2,600",49.225471,-122.993939
Mint - 1 Bed & Den Condo,https://vancouver.craigslist.org/rds/apa/d/surrey-mint-bed-den-condo/7601834326.html,"2,150",49.0374,-122.8299
2 Bedroom for rent -Kitsilano,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-for-rent-kitsilano/7609648168.html,"2,575",49.2646,-123.1648
Gorgeous Spacious Townhouse at 8598 River District Xing,https://vancouver.craigslist.org/van/apa/d/vancouver-gorgeous-spacious-townhouse/7609644106.html,"4,500",49.205676,-123.030567
Port Coquitlam Well Maintained 3 Bedrooms House for Rent,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-port-coquitlam/7609647992.html,"3,600",49.274,-122.7649
Luxurious Condo at the iconic Shangri-La,https://vancouver.craigslist.org/van/apa/d/vancouver-luxurious-condo-at-the-iconic/7609647845.html,"7,500",49.285493,-123.123932
Centrally located Apartment Unit 901 at Park Residences 7333 Murdoch A,https://vancouver.craigslist.org/rch/apa/d/richmond-centrally-located-apartment/7609647530.html,"2,590",49.167967,-123.14116
bright one bedroom plus den in heart of langley,https://vancouver.craigslist.org/rds/apa/d/langley-bright-one-bedroom-plus-den-in/7609647502.html,"2,000",49.106263,-122.664073
Well Maintained Luxury 2 Bedroom 2 Bath Condo in Okaridge Vancouver!,https://vancouver.craigslist.org/van/apa/d/vancouver-well-maintained-luxury/7609647472.html,"3,800",49.2475,-123.121
1Br basement suite with private entrance,https://vancouver.craigslist.org/rds/apa/d/surrey-1br-basement-suite-with-private/7609647042.html,"1,100",49.120242,-122.854134
Downtown Coal Harbour 1B + 1Den (2nd Brd) + Balcony & in-suite storage,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-coal-harbour-1b-1den/7607793699.html,"3,680",49.287905,-123.123307
"1bedroom+1den, partial ground level, BCIT & Deer Lake",https://vancouver.craigslist.org/bnc/apa/d/burnaby-1bedroom1den-partial-ground/7609646506.html,900,49.242935,-122.981758
Apartment Unit for Rent,https://vancouver.craigslist.org/rch/apa/d/richmond-apartment-unit-for-rent/7606484787.html,"2,800",49.168832,-123.136474
"Burquitlam 3br/2ba Condo, Walking distance to Lougheed Mall",https://vancouver.craigslist.org/pml/apa/d/coquitlam-north-burquitlam-3br-2ba/7609646047.html,"3,350",49.265,-122.8716
West Vancouver Ambleside fantastic ocean view 5 Bed/ 4 Ba for Rent,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-west-vancouver-ambleside/7609645917.html,"7,000",49.3322,-123.1417
West Vancouver Luxury BSMT 2 Bedroom For Rent,https://vancouver.craigslist.org/van/apa/d/west-vancouver-north-west-vancouver/7609645766.html,"4,200",49.3745,-123.1864
West Vancouver Fantastic Ocean Front Mansion  with Private 30ft dock,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-west-west-vancouver/7609645638.html,"12,000",49.3615,-123.2627
Spacious Renovated Garden Suite at 2188 Chairlift Pl - utilities incl!,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-spacious-renovated/7609645258.html,"3,900",49.345668,-123.184236
Bright 1 Bed in the Heart of Kitsilano,https://vancouver.craigslist.org/van/apa/d/vancouver-bright-bed-in-the-heart-of/7609645158.html,"2,600",49.268155,-123.165922
Modern high rise building at Port Moody Centre,https://vancouver.craigslist.org/pml/apa/d/port-moody-modern-high-rise-building-at/7607166311.html,"2,180",49.279852,-122.828919
"Community garden plots, Rooftop terrace, Luxury vinyl plank flooring",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-community-garden-plots/7601525768.html,"3,950",49.305963,-123.03061
Like New Two Bedroom & Two Bathroom at Mayfair Place,https://vancouver.craigslist.org/rch/apa/d/richmond-like-new-two-bedroom-two/7599057377.html,"2,700",49.1836,-123.1168
Like New Furnished Three Bedroom + Den Penthouse at Concord Gardens,https://vancouver.craigslist.org/rch/apa/d/richmond-like-new-furnished-three/7602223802.html,"4,800",49.1836,-123.1168
Like New Furnished One Bedroom at Concord Gardens,https://vancouver.craigslist.org/rch/apa/d/richmond-like-new-furnished-one-bedroom/7605184363.html,"2,500",49.1836,-123.1168
?2 MONTHS FREE RENT? UNFURNISHED 3 BED 3 BATH PET-FRIENDLY TOWNHOMES,https://vancouver.craigslist.org/van/apa/d/vancouver-months-free-rent-unfurnished/7606948846.html,"5,195",49.252512,-123.063912
?2 MONTHS FREE RENT? UNFURNISHED 3 BED 3 BATH PET-FRIENDLY TOWNHOMES,https://vancouver.craigslist.org/van/apa/d/vancouver-months-free-rent-unfurnished/7606949803.html,"5,195",49.252512,-123.063912
1 Bed / 1 Bath Fully Furnished Apartment in Oscar Complex,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-fully-furnished/7606490595.html,"2,790",49.275139,-123.125952
2 Bed / 1 Bath Basement in North Vancouver,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bed-bath-basement-in/7601746187.html,"2,900",49.343833,-123.09648
1 Bed / 1 Bath Fully Furnished Garden Level Suite,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bed-bath-fully/7600434781.html,"2,400",49.339939,-123.087457
"Amazing views from a 2 bedroom at ""Jameson House"" in Downtown!",https://vancouver.craigslist.org/van/apa/d/vancouver-amazing-views-from-2-bedroom/7609641763.html,"3,900",49.286217,-123.115232
"Elevators, Laundry facilities, Secure building",https://vancouver.craigslist.org/rds/apa/d/langley-city-elevators-laundry/7604566374.html,"1,900",49.0997,-122.6526
"Gorgeous 1 Bedroom, 1 Bathroom Unit in The Brooklynn!",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-gorgeous-bedroom/7609641368.html,"2,400",49.309953,-123.033357
Stunning Penthouse in New Westminster Available for Rent! Now!,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-stunning-penthouse-in/7609641164.html,"6,200",49.195165,-122.92204
"2 Bed, Stainless steel appliances, Situated in Langley City!",https://vancouver.craigslist.org/rds/apa/d/langley-city-bed-stainless-steel/7609641131.html,"2,195",49.0997,-122.6526
Yaletown Renovated 1 bedroom and Den with amazing views at the Max!,https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-renovated-bedroom/7609641122.html,"2,850",49.276257,-123.116006
2 Bedroom Suite,https://vancouver.craigslist.org/van/apa/d/burnaby-bedroom-suite/7608638027.html,"2,799",49.2275,-122.9301
STUNNING Furnished 2 BEDROOM + DEN Townhouse in Kits,https://vancouver.craigslist.org/van/apa/d/vancouver-stunning-furnished-bedroom/7602032256.html,"7,750",49.271551,-123.165828
SPECTACULAR SubPenthouse WaterViews w/ Massive Balcony @ The Taylor!,https://vancouver.craigslist.org/van/apa/d/vancouver-spectacular-subpenthouse/7602042568.html,"5,995",49.280109,-123.105798
2500- Brand new 1 bedroom basement suite for rent,https://vancouver.craigslist.org/rds/apa/d/surrey-brand-new-bedroom-basement-suite/7607921026.html,"2,500",49.113108,-122.691382
"GORGEOUS, Newly Renovated Two Bedroom + Den in Coal Harbour!",https://vancouver.craigslist.org/van/apa/d/vancouver-gorgeous-newly-renovated-two/7602813393.html,"10,495",49.2932,-123.135903
CLASSIC Furnished Three Bedroom TOWNHOUSE in Point Grey!,https://vancouver.craigslist.org/van/apa/d/vancouver-classic-furnished-three/7602817333.html,"8,500",49.272199,-123.185492
STUNNING Furnished 4 Bed House in Kerrisdale Available Now,https://vancouver.craigslist.org/van/apa/d/vancouver-stunning-furnished-bed-house/7604709507.html,"8,895",49.224483,-123.155543
"BRAND-NEW, Luxurious Two Bedroom Unit at One Burrard!",https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-luxurious-two/7602028908.html,"6,995",49.277489,-123.129616
3795/m incl utilities Fairview townhouse 2b/2ba,https://vancouver.craigslist.org/van/apa/d/vancouver-3795-incl-utilities-fairview/7609640659.html,"3,795",49.2603,-123.146
LUXURIOUS Furnished 2 Bedroom AVAILABLE NOW @ Paradox / Trump,https://vancouver.craigslist.org/van/apa/d/vancouver-luxurious-furnished-bedroom/7604713865.html,"8,995",49.28646,-123.123857
THREE Bedroom Available in Bayshore Gardens,https://vancouver.craigslist.org/van/apa/d/vancouver-three-bedroom-available-in/7605045304.html,"6,795",49.29182,-123.131732
BEAUTIFUL TWO BEDROOM SUITE NORTH VANCOUVER,https://vancouver.craigslist.org/van/apa/d/north-vancouver-beautiful-two-bedroom/7601845133.html,"2,400",49.345005,-123.047712
Main floor unit near Prairie Mall,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-main-floor-unit/7609640060.html,"2,680",49.274,-122.7649
1 Bedroom Apartment (6611 Cooney Road),https://vancouver.craigslist.org/rch/apa/d/richmond-bedroom-apartment-6611-cooney/7609639895.html,"2,050",49.17,-123.1368
"Laneway house in Arbutus-Ridge Area, Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-laneway-house-in-arbutus/7604626337.html,"2,000",49.240298,-123.162242
3 bedroom 2.5 bathroom 1den townhouse for rent,https://vancouver.craigslist.org/pml/apa/d/coquitlam-bedroom-25-bathroom-1den/7608721781.html,"3,700",49.279914,-122.783246
4 bed 3 bath townhouse for rent,https://vancouver.craigslist.org/rds/apa/d/tsawwassen-bed-bath-townhouse-for-rent/7607102083.html,"3,700",49.029315,-123.094554
3 bed 2 bath house for rent,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-bath-house-for-rent/7607091611.html,"2,900",49.030665,-122.776937
2 bed 2 bath high-rise Furnished condo for rent,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bed-bath-high-rise-furnished/7607507775.html,"3,000",49.252176,-122.894547
4 bedroom 3 bathroom House for rent,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-bathroom-house-for/7607504242.html,"4,400",49.227898,-123.12232
2280 / 1bed+den - 650sqft - **OMA2 CONDO near Gilmore Station** BBY,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedden-650sqft-oma2-condo-near/7609638567.html,"2,280",49.264449,-123.009546
"Downtown Vancouver - Studio condo - Parking, Gym, in-suite laundry",https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-vancouver-studio/7609638060.html,"1,875",49.2866,-123.1158
1 Bedroom ground level,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-ground-level/7609636970.html,"1,400",49.1444,-122.8863
Large 5 bedroom House in Coquitlam!,https://vancouver.craigslist.org/pml/apa/d/coquitlam-large-bedroom-house-in/7609635873.html,"3,400",49.264889,-122.859009
Spacious Home Near Lansdowne,https://vancouver.craigslist.org/rch/apa/d/richmond-spacious-home-near-lansdowne/7606961660.html,"3,500",49.171945,-123.125998
Modern and convenient 1BR/1BT Condo in Surrey Central,https://vancouver.craigslist.org/rds/apa/d/surrey-modern-and-convenient-1br-1bt/7607637130.html,"1,500",49.191462,-122.735201
"2 Bedroom big window suite, ground level",https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-big-window-suite/7600513813.html,"2,120",49.227853,-123.033476
Two bedrooms Apartment at Conrad for May 1st,https://vancouver.craigslist.org/van/apa/d/vancouver-two-bedrooms-apartment-at/7609634481.html,"2,500",49.254251,-123.068069
3100 / 3br - Large beautiful townhome for rent!,https://vancouver.craigslist.org/bnc/apa/d/burnaby-br-large-beautiful-townhome-for/7605009594.html,"3,100",49.264,-122.9369
"New West 2 BEDROOM - large, Top floor - available May 15",https://vancouver.craigslist.org/bnc/apa/d/new-west-bedroom-large-top-floor/7609633892.html,"2,700",,
1BR SUITE Beautiful Penthouse Level - Gorgeous City View,https://vancouver.craigslist.org/bnc/apa/d/burnaby-1br-suite-beautiful-penthouse/7609629417.html,"2,645",49.231055,-123.001988
1 bed 1 bath Corner unit INCLUDING UTILITIES Georgetown One in Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-bed-bath-corner/7606995120.html,"2,100",49.1894,-122.8454
LOVELY NEWER 2 BED/1 BATH CORNER CONDO,https://vancouver.craigslist.org/rds/apa/d/langley-lovely-newer-bed-bath-corner/7609632925.html,"2,300",49.145053,-122.645432
Brand-new & Panoramic view 2bedroom @ The Courtenay at Mulgrave Park,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-brand-new-panoramic-view/7602581229.html,"9,900",49.349014,-123.205072
"2,700 / 2br - 850ft2 - 2 Large Bedroom - Laneway Home (Vancouver)",https://vancouver.craigslist.org/van/apa/d/vancouver-br-850ft2-large-bedroom/7609626158.html,"2,700",49.2551,-123.0667
"New West STUDIO - large, Top floor - available April 19",https://vancouver.craigslist.org/bnc/apa/d/burnaby-new-west-studio-large-top-floor/7609632041.html,"1,850",49.221273,-122.925699
1 BR SUITE - Beside Patterson Skytrain! POOL AND GYM AMENITIES,https://vancouver.craigslist.org/bnc/apa/d/burnaby-br-suite-beside-patterson/7609630433.html,"2,465",49.232868,-123.012407
Large Bright 1 Bedroom / 1 Bath in Kerrisdale - Available May 1,https://vancouver.craigslist.org/van/apa/d/vancouver-large-bright-bedroom-bath-in/7608688897.html,"1,500",49.239329,-123.159754
"YALETOWN 2 BR, 2 BATHROOM & DEN - ON SEAWALL, WATER VIEWS",https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-br-bathroom-den-on/7603312129.html,"3,950",49.27456,-123.112782
for rent,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-south-for-rent/7608705972.html,"1,650",49.2436,-122.7865
"W1 - 1 Bedroom + Den - April 15, 2023",https://vancouver.craigslist.org/van/apa/d/vancouver-w1-bedroom-den-april/7604482338.html,"2,700",49.211203,-123.114624
BRIGHT STUDIO UNIT - Spectacular Location - **MINUTES FROM METROTOWN**,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bright-studio-unit-spectacular/7606412662.html,"2,150",49.229931,-122.995159
"METROTOWN 1 Bedroom - 2nd floor, renovated, view - from May 15",https://vancouver.craigslist.org/bnc/apa/d/burnaby-metrotown-bedroom-2nd-floor/7609629441.html,"2,300",49.226924,-122.988935
"D40 - Amazing, Renovated apartment in Yaletown!",https://vancouver.craigslist.org/van/apa/d/vancouver-d40-amazing-renovated/7607662503.html,"6,500",49.2833,-123.1298
D37 - 1 Bedroom 1 Bath Furnished for Rent! 0701,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-bath-furnished-for/7607506235.html,"2,700",49.2833,-123.1298
D58 - Brand new two bedroom apartment in Olympic Village! 0315,https://vancouver.craigslist.org/van/apa/d/vancouver-d58-brand-new-two-bedroom/7607505558.html,"7,500",49.269259,-123.110219
D32 - 1 bedroom in Coal Harbour 0331,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-in-coal-harbour-0331/7604234614.html,"3,500",49.2833,-123.1298
D39 - Beautiful 2 bedroom in Shannon Mews 0404,https://vancouver.craigslist.org/van/apa/d/vancouver-d39-beautiful-bedroom-in/7604234802.html,"5,500",49.221645,-123.1437
D11 - Tastefully Furnished 1 Bedroom in Yaletown 0801,https://vancouver.craigslist.org/van/apa/d/vancouver-d11-tastefully-furnished/7604234904.html,"3,200",49.27705,-123.118568
D21 - Junior 1 Bedroom in Olympic Village 0314,https://vancouver.craigslist.org/van/apa/d/vancouver-d21-junior-bedroom-in-olympic/7604237112.html,"3,000",49.269306,-123.108803
D10 - 2 Bedroom in Yaletown 0331,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-in-yaletown-0331/7604237310.html,"7,000",49.2767,-123.13
D8 - Furnished 1 Bedroom Downtown Vancouver in Yaletown 0831,https://vancouver.craigslist.org/van/apa/d/vancouver-d8-furnished-bedroom-downtown/7604237425.html,"3,200",49.276381,-123.12471
D82 - Incredible 55th Floor Luxury Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-d82-incredible-55th-floor/7604238918.html,"9,500",49.2767,-123.13
D80 - Amazing luxury apartment on the 47th floor,https://vancouver.craigslist.org/van/apa/d/vancouver-d80-amazing-luxury-apartment/7604235009.html,"6,750",49.2767,-123.13
D6 - Bright and modern 1 bedroom in Brentwood Village!  0623,https://vancouver.craigslist.org/bnc/apa/d/burnaby-d6-bright-and-modern-bedroom-in/7604238778.html,"3,250",49.264022,-123.000393
D14 - Furnished 2 Bedroom in the ARC Yaletown,https://vancouver.craigslist.org/van/apa/d/vancouver-d14-furnished-bedroom-in-the/7606343669.html,"5,750",49.2767,-123.13
D2 - Heart of Downtown Upscale Fully Furnished 1 Bedroom 0815,https://vancouver.craigslist.org/van/apa/d/d2-heart-of-downtown-upscale-fully/7604237006.html,"3,450",49.279817,-123.122063
D30 - One Bedroom on Beach Avenue 0331,https://vancouver.craigslist.org/van/apa/d/vancouver-d30-one-bedroom-on-beach/7604237207.html,"3,000",49.2767,-123.13
D72 Amazing 2 bedroom Condo Downtown Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-d72-amazing-bedroom-condo/7606343811.html,"4,950",49.284275,-123.117371
D29 - Brand New Luxurious Furnished 2 Bed 0321,https://vancouver.craigslist.org/van/apa/d/vancouver-d29-brand-new-luxurious/7602388071.html,"4,750",49.213372,-123.109922
D64 - 2 Bedroom 2 Bathroom Fully Furnished!  0301,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-bathroom-fully/7601264271.html,"4,950",49.2788,-123.1139
"D52 - Brand new, two bedroom apartment at Avenue One!  0301",https://vancouver.craigslist.org/van/apa/d/vancouver-d52-brand-new-two-bedroom/7606343942.html,"7,250",49.269259,-123.110219
D176 - Amazing water views property in White Rock!,https://vancouver.craigslist.org/rds/apa/d/white-rock-d176-amazing-water-views/7606948942.html,"4,900",49.026754,-122.829337
D15 - 2 bedroom Downtown Vancouver  0901,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-downtown-vancouver/7608864414.html,"10,000",49.2788,-123.1139
D35 - Gorgeous 1 Bedroom Downtown Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-d35-gorgeous-bedroom-downtown/7608864530.html,"3,250",49.278601,-123.122011
"Metrotown 2 Bedroom - 2nd floor, corner unit - from May 1st",https://vancouver.craigslist.org/bnc/apa/d/burnaby-metrotown-bedroom-2nd-floor/7609626890.html,"2,850",49.226924,-122.988935
LARGE STUDIO UNIT - Metrotown Area - Ready Now,https://vancouver.craigslist.org/bnc/apa/d/burnaby-large-studio-unit-metrotown/7609626740.html,"2,160",49.230319,-122.999126
3 bedroom 2.5 bathroom town house/in suite laundry/in suite storage,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-bedroom-25/7608801508.html,"3,895",49.2201,-122.8998
Cozy Ranch-Style 3 Bed 1.5 Bath House in Steveston South of Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-cozy-ranch-style-bed-15-bath/7608848286.html,"3,300",49.132035,-123.173995
Bright Yaletown 2 Bedroom Apartment with amazing views and amentites!,https://vancouver.craigslist.org/van/apa/d/vancouver-bright-yaletown-bedroom/7604785035.html,"3,800",49.27592,-123.118127
False Creek Furnished Luxury Penthouse w/ Views @ The Admiralty (906),https://vancouver.craigslist.org/van/apa/d/false-creek-furnished-luxury-penthouse/7604567311.html,"6,880",49.274339,-123.132092
Mount Pleasant 2 Bed 1.5 Bath Townhouse by Broadway-City Hall Station,https://vancouver.craigslist.org/van/apa/d/vancouver-mount-pleasant-bed-15-bath/7602453468.html,"3,490",49.260635,-123.111742
Downtown Furnished 1400sf  1 Level PH w/ Great Views @ Milano (1808),https://vancouver.craigslist.org/van/apa/d/downtown-furnished-1400sf-level-ph/7605769043.html,"5,500",49.27891,-123.130791
Metrotown Sub Penthouse w/ 1992sf Outdoor Spaces w/ Views @ Sussex,https://vancouver.craigslist.org/bnc/apa/d/burnaby-metrotown-sub-penthouse-1992sf/7600655614.html,"5,280",49.229243,-122.998177
False Creek North 2 Bed + Den Condo w/ Views @ Parkwest II,https://vancouver.craigslist.org/van/apa/d/vancouver-false-creek-north-bed-den/7602996580.html,"4,200",49.273405,-123.129624
Downtown Furnished Luxury Condo w/ Water Views @ The Discovery (2206),https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-furnished-luxury/7608776096.html,"4,495",49.274231,-123.131826
