Postal code,LONG,LAT
V5X2B3,-123.104197,49.215129
V5X2A1,-123.09601,49.215827
V6M3W5,-123.12357866,49.25761246
V5S4T1,-123.04756,49.20689
V5P2Z1,-123.075755,49.226221
V5P3E9,-123.072669,49.235762
V5N3M1,-123.077104,49.249454
V5X2H3,-123.081659,49.213717
V5P2Y3,-123.075497,49.233752
V5P3G6,-123.072857,49.229772
V5R4W4,-123.032345,49.235135
V5N3W4,-123.0722515,49.2447095
V5N3W5,-123.07231,49.242308
V5P3G7,-123.073194,49.228054
V5N2Y9,-123.068992,49.243894
V5K2S4,-123.037589,49.276327
V5W3K9,-123.082353,49.236019
V5P1H4,-123.067071,49.234417
V5K1A5,-123.053217,49.291305
V5K1B2,-123.045408,49.291272
V5V4X3,-123.080317,49.243551
V5K4E2,-123.042598,49.274314
V5P1B6,-123.066995,49.238269
V5K1E2,-123.053269,49.289617
V5K2M1,-123.024692,49.278164
V5P1C7,-123.067011,49.237622
V5K2C9,-123.029584,49.280303
V5K2M6,-123.053312,49.277561
V5V1W6,-123.078989,49.250762
V5V3B8,-123.078338,49.240308
V5K2P2,-123.034921,49.277543
V5P1A4,-123.069905,49.23938
V5K2R9,-123.042732,49.276337
V5K4J7,-123.036165,49.276097
V5K2R1,-123.053338,49.276541
V5K2B9,-123.048005,49.280309
V5N4J1,-123.066786,49.242205
V5K2N5,-123.042769,49.277368
V5M1M5,-123.055649,49.26564
V5M1K5,-123.050814,49.266762
V5K1H1,-123.053247,49.288635
V5K1R2,-123.048011,49.284685
V5M1J4,-123.035132,49.267653
V5M1N1,-123.050826,49.2658
V5K1R4,-123.045352,49.284686
V5M4K3,-123.049361,49.265233
V5S1J7,-123.053558,49.224707
V5K1K3,-123.048002,49.287625
V5K1K7,-123.026691,49.287626
V5K1Z3,-123.053279,49.281075
V5K1V1,-123.027017,49.283781
V5M1E5,-123.042863,49.268388
V5K1V5,-123.045154,49.28297125
V5K1J1,-123.02651,49.288605
V5K2Z4,-123.032267,49.274217
V5L4T2,-123.056976,49.279244
V5K2Z3,-123.032269,49.274037
V5K2Z8,-123.027259,49.274198
V5M1B3,-123.040209,49.269282
V5K3E2,-123.048145,49.272387
V5M3V4,-123.033668,49.255572
V5M2R4,-123.040344,49.254101
V5M1R2,-123.053444,49.264682
V5R1T9,-123.05545,49.244528
V5R1Z2,-123.04978299999999,49.247006999999996
V5M1V5,-123.040297,49.263756
V5R2C6,-123.043721,49.250139
V6Z3E5,-123.128019,49.272711
V5M4T8,-123.053141,49.261517
V5R1Z3,-123.049503,49.247728
V5M4M6,-123.052061,49.263411
V5M3B5,-123.03110050000001,49.2525725
V5L0A5,-123.060726,49.281085
V5M2V9,-123.054408,49.251628
V5M1W2,-123.053461,49.26287
V5R1G8,-123.027396,49.248707
V5R1E6,-123.045753,49.248711
V5R2M1,-123.027398,49.248345
V5M2N9,-123.035209,49.254833
V5R1L4,-123.042327,49.247158
V5R1P1,-123.040372,49.246318
V5R1L5,-123.04037,49.247148
V5R1J7,-123.032415,49.247968
V5R1R2,-123.026183,49.246098
V5R1W7,-123.03101649999999,49.2445845
V5R1T3,-123.031161,49.245263
V5R1K1,-123.029799,49.247797
V5R1X3,-123.025476,49.244549
V5R2K4,-123.043228,49.234188
V5M2S8,-123.040348,49.253247
V5M2X2,-123.03523,49.251394
V5M2S1,-123.055451,49.253292
V5R4G6,-123.030773,49.239196
V5M2V3,-123.040354,49.252428
V5M2X1,-123.035229,49.251574
V5M2R1,-123.045744,49.254114
V5R4H3,-123.03453333333334,49.23565933333333
V5R4L5,-123.030577,49.234742
V5R4M2,-123.027117,49.237668
V5R6C7,-123.030404,49.237045
V5R6C5,-123.031284,49.237019
V5R3T2,-123.043329,49.241658
V5N5H6,-123.0567905,49.247577500000006
V5R6G4,-123.029115,49.236877
V5R3R2,-123.04437,49.242081
V5N3A6,-123.063669,49.243201
V5N2X2,-123.059227,49.246627
V5R1R9,-123.050859,49.245366
V5R6E7,-123.030741,49.237593
V5R5G4,-123.033637,49.236425
V5S3J1,-123.034917,49.227418
V5M1K6,-123.048233,49.266578
V5P1X1,-123.060938,49.222087
V5N3C5,-123.060763,49.240751
V5P1G3,-123.063774,49.237001
V5R4A8,-123.041863,49.231991
V5R4S6,-123.049397,49.239746
V5R4S8,-123.049933,49.239233
V5V1J8,-123.092912,49.25385
V5R2S6,-123.05676433333333,49.238988
V5P4K2,-123.059208,49.228948
V5N3E8,-123.064162,49.239888
V5P1H1,-123.060446,49.235804
V5P4L3,-123.059323,49.223511
V5S1J8,-123.053558,49.224707
V5R4N2,-123.027915,49.230016
V5S4T7,-123.027659,49.227704
V6B1V5,-123.113252,49.283783
V5M1P3,-123.035153,49.265577
V5S3A4,-123.04835,49.226812
V5S3A5,-123.03767,49.226124
V5S1C9,-123.031396,49.226312
V5S4V5,-123.026003,49.2276945
V5S1C5,-123.048917,49.227431
V5R3B1,-123.035984,49.230166
V5S1L4,-123.037729,49.224781
V5S1A9,-123.037562,49.228349
V5P1M6,-123.063783,49.231312
V5S3N9,-123.029528,49.221802
V6A2A3,-123.088643,49.278294
V5P1N7,-123.063823,49.229539
V5R0B2,-123.057519,49.241393
V5S3P1,-123.029791,49.221853
V5S4B6,-123.028974,49.21543
V5S1M4,-123.027627,49.222798
V5P2E7,-123.069708,49.216956
V5X0C9,-123.11607,49.211434
V5S3K3,-123.03523949999999,49.2151635
V5S1M3,-123.02739166666667,49.22304666666667
V5S4G7,-123.025352,49.210468
V5S4K7,-123.0311825,49.220255
V5S3Y9,-123.027792,49.217358
V5P2S2,-123.06078,49.207825
V5S4B1,-123.027992,49.21185
V5P2M3,-123.062688,49.212487
V5P2P3,-123.059676,49.209664
V6G3E3,-123.127217,49.289843
V6B6B9,-123.108029,49.279862
V6Z2S1,-123.125416,49.280931
V5P1X6,-123.064224,49.221345
V5P2J9,-123.069286,49.214641
V6Z2T1,-123.129201,49.275921
V6E4P1,-123.127453,49.288635
V6E4R2,-123.126199,49.287572
V5P2C8,-123.063993,49.217941
V6E4S1,-123.128071,49.288227
V6E4R8,-123.126005,49.2877
V5S3J9,-123.039222,49.214441666666666
V6B2N5,-123.109706,49.282032
V6E4N2,-123.125092,49.2883
V6E4R9,-123.128071,49.288227
V6B1L1,-123.11152,49.283666
V6G3K4,-123.128911,49.289331
V6G1E8,-123.137795,49.292879
V6G2N6,-123.137185,49.292239
V6E1C6,-123.129145,49.287524
V6G1M4,-123.136169,49.287879
V6G3G9,-123.133507,49.291742
V6E3Z6,-123.127845,49.286423
V6G1N1,-123.139502,49.289818
V6G1M1,-123.134985,49.286859
V6G1S6,-123.136878,49.285607
V6E2C2,-123.133436,49.283924
V6E3V1,-123.134507,49.279616
V6E1L9,-123.13466,49.283899
V6B3E6,-123.1240445,49.275967
V6E4C1,-123.132989,49.277266
V6G2X7,-123.139893,49.287521
V6B6R6,-123.120378,49.278579
V6G3A5,-123.137073,49.285479
V6B1E6,-123.125142,49.275422
V6B1K2,-123.124499,49.277081
V6B6L6,-123.120833,49.2795
V6E1J3,-123.129578,49.283613
V6B5X5,-123.117131,49.276623
V6B1B7,-123.125142,49.275422
V6B1G3,-123.120982,49.276882
V6B6J7,-123.11851,49.275293
V6B2W6,-123.119369,49.277956
V6B6J6,-123.11851,49.275293
V6Z2W1,-123.116774,49.274601
V6G0B1,-123.140881,49.285938
V6Z2X6,-123.131072,49.277161
V6B5T5,-123.122571,49.275833
V6B6A2,-123.116632,49.27825
V6A4H2,-123.101846,49.275162
V6Z2Y4,-123.119114,49.2736
V6A4B3,-123.101703,49.274473
V6H1C7,-123.132501,49.264501
V6R2H7,-123.204554,49.263677
V6Z3C4,-123.119283,49.273145
V6B5T6,-123.121758,49.274416
V6Z2X9,-123.120545,49.273604
V5T2V4,-123.0908655,49.255986
V6Z3A3,-123.116683,49.273322
V6B6L5,-123.122376,49.275705
V6A4E1,-123.101703,49.274473
V6Z3C2,-123.116776,49.275883
V5P1A6,-123.069911,49.2392
V6E4L8,-123.131363,49.278945
V6E4R5,-123.121301,49.28829
V6A2G4,-123.092646,49.276743
V6J3R3,-123.148802,49.273481
V5P2H8,-123.064049,49.215213
V6K2H7,-123.154564,49.262976
V5Z1R8,-123.123203,49.257843
V6Z3C7,-123.126165,49.272273
V6E4V2,-123.124718,49.286115
V6Z2K8,-123.126507,49.278388
V5L1Z8,-123.066962,49.279422
V5R4T4,-123.038836,49.241814
V5T3A6,-123.10316,49.261592
V6A1E7,-123.09540125000001,49.28247625
V6K4N7,-123.177934,49.264674
V6P4H6,-123.13269,49.214141
V6N1V8,-123.185384,49.239994
V6N2W6,-123.195255,49.238723
V6B0H7,-123.117568,49.278892
V6Z2Z5,-123.118083,49.273595
V5V4H5,-123.090232,49.240575
V6R1S4,-123.207414,49.268213
V6R1Z3,-123.186783,49.265165
V5Z1B9,-123.120791,49.265163
V5Z4L8,-123.115738,49.269178
V6P3S6,-123.124378,49.20779
V5Z1S1,-123.125696,49.257884
V5V4S3,-123.081856,49.255841
V5T1S8,-123.092007,49.263357
V6E1E3,-123.126879,49.284671
V6S1B3,-123.186571,49.256571
V6J2H2,-123.144709,49.260007
V6J5M2,-123.150829,49.243461
V5X4J9,-123.077985,49.218633
V6H3R2,-123.137518,49.258068
V5M4B4,-123.025113,49.25722
V6C3N9,-123.123494,49.289397
V5L1B7,-123.057887,49.290009
V5Y1Z3,-123.114128,49.256787
V6J2G1,-123.149439,49.261084
V5Z1Z1,-123.126003,49.252505
V5R6C1,-123.033032,49.23958
V5N5P2,-123.074617,49.262278
V6J5H8,-123.147125,49.271472
V5V4L8,-123.08569,49.248063
V5T4H5,-123.088114,49.264234
V5X1B1,-123.095846,49.224519
V6H3R9,-123.13255099999999,49.26962533333333
V6P2P2,-123.145088,49.213319
V5T1L7,-123.088109,49.265303
V6L3B4,-123.156593,49.248046
V6G3G5,-123.131988,49.292236
V5Y2A5,-123.108501,49.254645
V6Z2T9,-123.123045,49.273183
V6S1T9,-123.192942,49.246113
V5X1P9,-123.102921,49.219414
V6B0B5,-123.112481,49.274698
V5V4X8,-123.0791,49.241368
V6R3C3,-123.1856,49.258105
V5M4C3,-123.026248,49.255515
V5L1Z5,-123.069388,49.279455
V5N4N9,-123.065112,49.243443
V6J1J6,-123.151524,49.269973
V5R6G9,-123.029393,49.235963
V5V4P4,-123.083837,49.246808
V5R6H7,-123.026449,49.235256
V6B6B7,-123.11683,49.278375
V5N2P1,-123.07220699999999,49.250287
V6E1H1,-123.128114,49.283865
V6B6J3,-123.126277,49.275653
V6Z2P8,-123.132378,49.274518
V6Z2R1,-123.133117,49.274996
V5N3Y1,-123.070983,49.240863
V6B6N6,-123.106837,49.279671
V5S1A4,-123.053168,49.228545
V6H3Y8,-123.135094,49.26677
V5R2A3,-123.053197,49.240711
V5P1Z6,-123.070515,49.219853
V5T4J3,-123.090045,49.265328
V6K1Y7,-123.161154,49.265613
V6E4L5,-123.128102,49.287427
V6K4K1,-123.156362,49.267404
V6K2E6,-123.158824,49.26401
V6N1S9,-123.182145,49.237287
V5R4B1,-123.0416,49.230182
V6B0J2,-123.107773,49.279178
V6L0A1,-123.170237,49.255068
V5R2T8,-123.057137,49.235966
V6C3T3,-123.117164,49.282992
V6J4V4,-123.149245,49.266268
V5S2X9,-123.045876,49.223964
V5L1V3,-123.058801,49.281262
V5R3K2,-123.055642,49.233333
V5M2B4,-123.026162,49.259127
V6B6M6,-123.124944,49.275296
V5M1Y6,-123.050898,49.262097
V6B0P4,-123.11507,49.27596
V5Z4P1,-123.115634,49.262161
V6H1S4,-123.137518,49.258068
V5T1E4,-123.087842,49.266366
V6J1K9,-123.146765,49.269018
V5X2H5,-123.078635,49.213686
V5V3V9,-123.098488,49.245049
V5X1Z8,-123.0999,49.215883
V5W3P1,-123.079581,49.235627
V6G3G7,-123.135088,49.292754
V6J3W3,-123.151241,49.27352
V5R2K7,-123.043011,49.230641
V6K2V7,-123.154298,49.259086
V6R2R4,-123.210689,49.262118
V6P2T9,-123.122211,49.210162
V5M1K3,-123.053425,49.266586
V6S2C5,-123.185001,49.255125
V6M2N2,-123.162254,49.229023
V5R5J4,-123.042666,49.237231
V5L1Y4,-123.060764,49.27957
V5S1A8,-123.04988650000001,49.228532
V6A2G9,-123.086172,49.276608
V5Z1V2,-123.123249,49.256081
V6Z1C2,-123.131167,49.2756235
V6J4K3,-123.146845,49.252269
V6R3T8,-123.187788,49.260327
V6G1N3,-123.140786,49.290892
V5L3X4,-123.069433,49.273494
V6B0B8,-123.106905,49.279497
V6B1X7,-123.111143,49.2801
V5L3Z7,-123.068183,49.279805
V6J2L4,-123.151906,49.258283
V5V2W7,-123.092279,49.242715
V6H2N2,-123.127722,49.24769
V6P1Y5,-123.134776,49.217178
V6B0C7,-123.116933,49.280598
V5N1J7,-123.071629,49.266973
V5N1J6,-123.07452,49.266987
V5N5Y8,-123.075829,49.248735
V6K2J2,-123.158853,49.263048
V6J4X8,-123.141838,49.272274
V6R1V1,-123.18672,49.266854
V6K3Y5,-123.168238,49.266216
V6B1X2,-123.11003,49.279456
V5S4K9,-123.031216,49.211199
V5T1T9,-123.082314,49.263279
V6B1R1,-123.105811,49.279844
V5N2X7,-123.063959,49.245895
V5T2G4,-123.079505,49.260626
V6B0C3,-123.113496,49.273986
V6S1A9,-123.18348,49.256564
V6M3S8,-123.150423,49.235434
V5S4V4,-123.050642,49.206753
V5T0H6,-123.0995,49.262077
V5Y2T2,-123.112136,49.232487
V6K0B1,-123.156474,49.263791
V5P3J7,-123.071406,49.231597
V5Z2R7,-123.125001,49.228373
V5K4J6,-123.03644,49.276103
V5P1J1,-123.067812,49.233691
V5V4E9,-123.090298,49.248137
V5V3A6,-123.085157,49.240179
V5X4M9,-123.114196,49.22442
V6P4T3,-123.137769,49.214058
V5Z4K7,-123.115393,49.269848
V6J4A2,-123.15291450000001,49.2464545
V6K1V4,-123.176745,49.267526
V6E4T4,-123.125194,49.28284
V6H2K8,-123.126917,49.258249
V6M4L9,-123.16196350000001,49.2275015
V6G2L6,-123.135035,49.291899
V5R4A5,-123.041567,49.233934
V6B6K5,-123.123966,49.274662
V6K1G1,-123.156233,49.270751
V6R3A3,-123.195609,49.258957
V6R3S3,-123.186056,49.262108
V6P4Z2,-123.14023833333333,49.214440333333336
V5Z2G4,-123.119477,49.247003
V6K2X4,-123.169343,49.259511
V6M2P5,-123.157205,49.228048
V5Z2E7,-123.121391,49.24814
V6B1T7,-123.11863550000001,49.2779465
V6K4V5,-123.153922,49.262383
V5X2A7,-123.081634,49.215445
V5P4J3,-123.058902,49.23639
V5P3X2,-123.06544,49.22986
V5R3B4,-123.033399,49.229962
V6K1S6,-123.158722,49.26745
V6E0A7,-123.124901,49.288429
V6P2H2,-123.124973,49.213652
V5V4S5,-123.081906,49.25404
V5K2B2,-123.055569,49.280323
V6J2E8,-123.147061,49.260869
V6Z2Z4,-123.118083,49.273595
V6B5X6,-123.117498,49.27618933333333
V5M3J5,-123.044174,49.265224
V5Y0G9,-123.105768,49.269354
V6J1W3,-123.149299,49.2646
V6R1R8,-123.180749,49.267586
V6R2T5,-123.198557,49.261035
V5K3J2,-123.035042,49.271253
V5T4S4,-123.095096,49.257474
V6J2G4,-123.139959,49.259745
V6H1Y7,-123.133142,49.250832
V6E4M2,-123.139738,49.280619
V6E4V3,-123.127453,49.288635
V6A4H3,-123.09540125000001,49.28247625
V5L2N7,-123.064105,49.274722
V6Z3H8,-123.123992,49.281834
V5K2W1,-123.032714,49.275887
V5T0A4,-123.098153,49.260632
V6Z2Y2,-123.119428,49.273298
V6H2N5,-123.127794,49.245855
V6E4K2,-123.122783,49.284619
V6N3H2,-123.174417,49.233674
V5R3Y4,-123.04234,49.238947
V5X2P2,-123.078908,49.212069
V6Z2X4,-123.126507,49.278388
V6B1A8,-123.120378,49.278579
V6L1P1,-123.166534,49.251967
V6Z2E9,-123.127461,49.278994
V5P2J5,-123.07556,49.214703
V6A0A1,-123.101433,49.276159
V6P3H1,-123.116887,49.223461
V6E4T7,-123.122919,49.289292
V6G3E9,-123.128885,49.291563
V6R3E4,-123.198651,49.258302
V5Z1R7,-123.12321,49.257663
V6E1V4,-123.137631,49.279948
V6K4T4,-123.155206,49.262663
V6J0B1,-123.142217,49.264479
V6J4X9,-123.139626,49.27023633333334
V6L1X3,-123.171561,49.247146
V6P6A6,-123.14446786666667,49.20747446666667
V6B2R5,-123.115008,49.279325
V5M2N2,-123.054126,49.254982
V5T1G6,-123.099766,49.26739
V6Z2V9,-123.116774,49.274601
V6K2E9,-123.163519,49.264102
V5K2Y4,-123.05334,49.27405
V5L4A4,-123.067418,49.276199
V5R6H3,-123.028466,49.235552
V5P3N6,-123.06876700000001,49.2338695
V5K2N2,-123.045439,49.277547
V6E4R3,-123.126199,49.287572
V5W3P6,-123.079979,49.231785
V5K1H3,-123.050629,49.288624
V5M1R4,-123.050838,49.264854
V6S1E6,-123.183495,49.254763
V6P2G1,-123.145512,49.215094
V5N5Y6,-123.074928,49.249537
V6H2H9,-123.131672,49.242686
V5T2G1,-123.082381,49.260651
V6B0H2,-123.11985,49.279412
V5S0C9,-123.031077,49.206372
V6S1C4,-123.183489,49.255477
V5W3B1,-123.089354,49.237425
V6J5N1,-123.142249,49.265311
V6G3G1,-123.1281,49.291447
V5V3S1,-123.100398,49.246637
V6H3J1,-123.138498,49.261247
V5T1E5,-123.087842,49.266366
V6Z0B2,-123.128088,49.277342
V6Z2Z2,-123.118851,49.273654
V5Z1P4,-123.125531,49.259707
V5Z4B5,-123.11952,49.267011
V6H4H6,-123.13728,49.265412
V5V4A4,-123.094103,49.244669
V6K2T7,-123.169304,49.260401
V6N2G2,-123.169087,49.242223
V5Y0H7,-123.109278,49.269748
V5Y0H6,-123.107987,49.270161
V5K1R1,-123.050646,49.284867
V6B0E6,-123.107447,49.282994
V6B0E3,-123.115871,49.277753
V6B5Y1,-123.117131,49.276623
V6Z1N9,-123.129201,49.275921
V6J2C1,-123.144635,49.261886
V6B6M2,-123.11683,49.278375
V6B0H4,-123.117763,49.279019
V5R2R4,-123.055073,49.243633
V5T2V7,-123.086506,49.256458
V6P2P1,-123.1455125,49.212414625
V6R3T1,-123.185936,49.258474
V5L4T7,-123.056976,49.279244
V6A0B2,-123.100876,49.283127
V6G1Y3,-123.140023,49.282035
V6R3A9,-123.204708,49.259306
V6P3H5,-123.115105,49.2172904
V5X1V9,-123.099844,49.217474
V5M1S5,-123.037766,49.264632
V5Y1K3,-123.108104,49.265715
V6B0J8,-123.121775,49.277398
V5S3Z9,-123.0245075,49.216839
V6P0H6,-123.143645,49.220585
V6Z2N1,-123.132183,49.274391
V6K1X1,-123.169755,49.266567
V6G3H6,-123.131988,49.292236
V6J1R6,-123.146857,49.266232
V6H1K4,-123.130255,49.261668
V6S1B6,-123.192183,49.256595
V6M3R3,-123.149261,49.237268
V6M2X3,-123.132005,49.233601
V6E4P2,-123.132484,49.277066
V5P3H4,-123.073402,49.22255
V5P1M7,-123.06379,49.231132
V6G1M6,-123.137742,49.288919
V5Z1N8,-123.118821,49.2596
