latitude,longitude,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,price,has_availability,review_scores_value,instant_bookable,average_nearest_price,within_radius,bus_radius,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,smoking_allowed,bathrooms_type,bathrooms_number
49.27652,-123.11044,1,1,0,1,5,0,2,1.0,1.0,66.0,1,4.79,1,679600.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.24566,-123.16614,2,1,1,0,3,0,6,3.0,3.0,150.0,1,4.33,0,3753280.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,2.0
49.28876,-123.12354,1,1,1,1,5,0,2,1.0,1.0,177.0,1,4.85,0,1232400.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.2878,-123.12423,10,1,1,1,0,0,6,3.0,3.0,250.0,1,4.57,0,788800.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,2.0
49.25731,-123.06776,2,1,1,7,3,0,4,3.0,3.0,90.0,1,4.75,0,1700720.0,1,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,2.0
49.26793,-123.16231,1,1,1,10,0,0,5,2.0,2.0,304.0,1,4.91,0,2006720.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.27737,-123.12369,5,1,1,1,5,0,3,2.0,3.0,252.0,1,4.77,0,841400.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1.0
49.28457,-123.04419,2,1,1,6,1,0,6,2.0,4.0,154.0,1,4.78,1,1468700.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,1.0
49.28638,-123.02704,1,1,1,6,1,0,4,1.0,2.0,98.0,1,4.82,0,1535620.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.28056,-123.12523,1,1,1,1,0,0,2,1.0,1.0,120.0,1,4.93,1,2463200.0,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.28561,-123.13237,160,1,1,21,5,0,4,1.0,1.0,82.0,1,4.0,1,893400.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.26594,-123.10085,1,1,1,12,5,0,2,1.0,1.0,155.0,1,4.88,0,1419400.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.24014,-123.0887,16,1,1,7,5,0,4,2.0,3.0,85.0,1,4.63,0,1362500.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.23775,-123.11017,5,1,1,15,1,0,4,2.0,2.0,220.0,1,3.5,1,3183400.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.26011,-123.16452,3,1,1,10,1,0,2,1.0,1.0,86.0,1,4.62,0,3971800.0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,1.0
49.27905,-123.11948,1,1,1,1,5,0,2,1.0,1.0,112.0,1,5.0,0,658200.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.265835,-123.100838,1,1,0,12,9,2,1,1.0,1.0,80.0,1,4.95,0,1419400.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
49.28168,-123.06178,2,1,1,5,5,0,2,1.0,1.0,110.0,1,4.92,0,2379600.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.27857,-123.12299,1,1,1,1,0,0,4,1.0,2.0,138.0,1,4.73,0,941200.0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.28186,-123.10771,3,1,1,2,5,0,2,1.0,1.0,120.0,1,4.5,0,1793280.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.27821,-123.13297,1,1,1,21,5,0,2,1.0,1.0,185.0,1,4.73,0,1141400.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.25662,-123.12287,1,1,1,17,1,0,2,1.0,1.0,95.0,1,4.76,0,784400.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.24467,-123.09792,4,1,1,15,3,0,2,1.0,2.0,85.0,1,4.69,0,1881640.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.24415,-123.0496,5,1,1,14,10,2,2,1.0,1.0,76.0,1,4.27,1,1349720.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0
49.27985,-123.05817,1,1,1,5,3,0,6,3.0,3.0,100.0,1,4.6,0,1579400.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2.0
49.25789,-123.09123,2,1,1,12,5,0,4,2.0,2.0,150.0,1,4.98,0,1596060.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.2826,-123.10708,5,1,1,2,0,0,2,2.0,2.0,250.0,1,4.86,0,1023400.0,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,2.0
49.27994,-123.10781,2,1,1,1,0,0,6,2.0,3.0,245.0,1,4.69,0,913201.2,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2.0
49.23073,-123.0577,1,1,1,20,3,0,3,1.0,1.0,144.0,1,4.82,0,1466200.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.27716,-123.12927,1,1,1,1,0,0,6,2.0,2.0,145.0,1,4.59,0,1215200.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2.0
49.27995,-123.10707,1,1,1,1,0,0,3,1.0,1.0,176.0,1,4.68,1,527400.0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.25291,-123.08392,6,1,1,7,3,0,4,1.0,2.0,109.0,1,4.79,0,1020800.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.25855,-123.07922,5,1,1,12,1,0,4,2.0,3.0,100.0,1,4.85,1,1782200.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.27868,-123.10706,1,1,1,1,0,0,4,1.0,1.0,177.0,1,4.62,0,886600.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.28087,-123.12549,2,1,1,1,5,0,3,1.0,1.0,99.0,1,4.69,0,632600.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.23653,-123.07922,2,1,1,7,3,0,7,3.0,3.0,302.0,1,4.83,0,1314480.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,2.0
49.27944,-123.09981,11,1,1,2,4,0,2,1.0,1.0,139.0,1,4.44,0,2668380.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,1.0
49.27937,-123.10681,4,1,1,1,11,2,2,1.0,1.0,100.0,1,4.74,0,715000.0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0
49.27796,-123.10868,4,1,1,1,5,0,4,2.0,2.0,103.0,1,4.53,0,1632400.0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2.0
49.28807,-123.12398,1,1,1,1,7,0,16,3.0,3.0,301.0,1,4.68,1,1323000.0,0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2.5
49.28566,-123.05355,1,1,1,6,5,0,5,2.0,3.0,216.0,1,4.81,0,1467620.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.25569,-123.12535,4,1,1,17,3,0,4,2.0,2.0,300.0,1,4.63,0,2482280.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.2669,-123.18265,4,1,0,10,5,0,4,2.0,2.0,220.0,1,4.66,0,1264000.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.25306,-123.07141,2,1,1,7,3,0,10,3.0,6.0,375.0,1,4.89,0,1317460.0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,2.0
49.27045,-123.14534,2,1,1,4,3,0,6,2.0,2.0,300.0,1,4.85,0,982600.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.21622,-123.10308,3,1,0,19,5,0,2,2.0,2.0,150.0,1,4.83,0,1544200.0,0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.5
49.25504,-123.08632,1,1,1,7,1,0,4,2.0,4.0,165.0,1,4.76,0,1506820.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.24558,-123.10589,2,1,1,15,3,0,6,3.0,7.0,250.0,1,4.8,0,2605940.0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.21398,-123.13225,2,1,1,11,3,0,4,2.0,2.0,120.0,1,4.79,0,1819560.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.279255647245066,-123.0880571660931,1,1,1,2,3,0,2,1.0,1.0,149.0,1,4.85,0,459200.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.26567,-123.1211,1,1,1,4,0,0,2,1.0,1.0,299.0,1,4.7,0,1481400.0,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2,1.0
49.25744,-123.10509,1,1,1,12,0,0,4,1.0,1.0,116.0,1,4.65,1,1731000.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.28716,-123.12709,62,1,1,21,0,0,4,2.0,2.0,289.0,1,4.74,0,956200.0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2.0
49.27951,-123.11818,1,1,1,1,0,0,3,1.0,1.0,110.0,1,4.88,0,1343800.0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.29021,-123.05265,1,1,1,6,2,0,3,1.0,2.0,130.0,1,4.89,0,1277260.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.23522,-123.07804,2,1,1,7,3,0,6,2.0,3.0,160.0,1,4.94,0,1407080.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,2.0
49.23711,-123.07616,2,1,1,7,1,0,5,2.0,2.0,112.0,1,4.74,0,2051400.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.27626,-123.11505,1,1,1,1,5,0,3,1.0,1.0,93.0,1,5.0,0,890660.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,1.0
49.27295,-123.07359,1,1,1,5,5,0,4,2.0,2.0,199.0,1,4.76,1,1184380.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.27486,-123.11602,1,1,1,1,5,0,3,1.0,1.0,95.0,1,4.68,0,1113000.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1.0
49.28729248046875,-123.12388610839844,10,1,1,1,0,0,2,1.0,1.0,252.0,1,4.67,0,1812000.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.28249,-123.1243,4,1,1,21,5,0,4,2.0,3.0,130.0,1,4.79,0,838800.0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.26681,-123.09716,1,1,1,12,5,0,2,1.0,1.0,189.0,1,4.85,0,613200.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.28455,-123.10707,3,1,1,1,8,3,2,1.0,1.0,149.0,1,4.79,0,1321200.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
49.26359,-123.03654,3,1,0,6,3,0,6,3.0,2.0,120.0,1,5.0,1,1625100.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2.0
49.23012,-123.14419,30,1,1,8,10,2,2,8.0,1.0,64.0,1,4.59,0,4375200.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,6.0
49.23134,-123.14207,30,1,1,8,10,2,2,1.0,1.0,79.0,1,4.69,0,3413520.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2.5
49.23063,-123.14413,30,1,1,8,10,2,2,1.0,1.0,74.0,1,4.56,0,4394800.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.5
49.28709,-123.13615,1,1,1,21,11,2,2,1.0,1.0,90.0,1,4.79,0,2207840.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0
49.2688,-123.05555,1,1,1,6,1,0,2,1.0,2.0,139.0,1,4.85,0,1507580.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.2662,-123.17177,3,1,1,10,3,0,1,1.0,1.0,150.0,1,2.83,0,1857220.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.23166,-123.14237,30,1,1,8,10,2,2,1.0,1.0,64.0,1,4.73,0,3413520.0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2.0
49.26409,-123.1005,4,1,1,12,4,0,2,1.0,2.0,199.0,1,4.93,0,2137280.0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.26504,-123.18525,3,1,1,10,3,0,4,3.0,3.0,300.0,1,4.84,0,1833580.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.28035,-123.12505,5,1,1,1,9,2,4,2.0,2.0,250.0,1,4.14,1,1780200.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.5
49.26563,-123.04365,1,1,1,6,1,0,2,1.0,1.0,85.0,1,4.92,0,1486400.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.25354,-123.09635,5,1,1,15,1,0,2,2.0,3.0,87.0,1,4.8,0,1270580.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.27595,-123.12579,160,1,1,1,0,0,4,1.0,1.0,93.0,1,3.57,0,3130540.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.27756,-123.12097,3,1,1,1,5,0,2,1.0,1.0,105.0,1,5.0,0,748800.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.27953,-123.12046,1,1,1,1,0,0,2,1.0,1.0,239.0,1,4.64,1,594600.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.23182,-123.14243,30,1,1,8,10,2,2,1.0,1.0,64.0,1,4.75,0,3413520.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0
49.26308,-123.17923,2,1,0,10,3,0,2,1.0,1.0,189.0,1,4.57,0,2627700.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.26252,-123.18165,1,1,1,10,1,0,2,1.0,1.0,145.0,1,4.88,0,2636220.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.27665,-123.1208,18,1,1,1,0,0,2,1.0,1.0,130.0,1,4.5,0,789000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.232,-123.05679,2,1,1,20,10,2,2,1.0,1.0,70.0,1,4.68,0,2007820.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
49.28138,-123.11857,4,1,1,1,5,0,3,1.0,2.0,89.0,1,4.85,0,930200.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.28161,-123.11777,3,1,1,1,5,0,6,3.0,3.0,265.0,1,4.7,0,1046000.0,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2.0
